Questão,Resposta,Resposta para anotação,Resposta oficial (medicina)
"Estou com dor no peito. Meu Deus, o que será isto?","A dor no peito pode ter várias causas. Pode ser algum problema sem gravidade, mas também pode ser um sinal de algum problema grave. Por isso, procure um médico o quanto antes","A dor no peito pode ter várias causas. Pode ser algum problema sem gravidade, mas também pode ser um sinal de algum problema grave. Por isso, procure um médico o quanto antes",
Eu posso ter pré-diabetes se meu nível de glicose em jejum for 102?,"Você é considerado pré-diabetico quando ou 1) seu teste de A1C está entre 5,7% e 6,4%, ou 2) sua glicemia em jejum está entre 100 e 125 mg/dl, ou 3) seu teste de tolerância à glicose oral está entre 140 e 199 mg/dl.","Você é considerado pré-diabetico quando ou 1) seu teste de A1C está entre 5,7% e 6,4%, ou 2) sua glicemia em jejum está entre 100 e 125 mg/dl, ou 3) seu teste de tolerância à glicose oral está entre 140 e 199 mg/dl.",
Eu posso ter pré-diabetes se meu nível de glicose em jejum for 102?,"Para que uma pessoa possa ser considerada como portadora de diabetes os exames realizados devem dar os seguintes resultados:
  
 

  * Glicemia em jejum maior ou igual a 126 mg/dL em duas ocasiões;
  * Glicemia maior ou igual a 200 mg/dL duas horas após 75g de glicose oral (dextrosol);
  * Nível plasmático de glicose aleatória acima de 200 mg/dL associado a sinais e sintomas típicos de diabetes.","Para que uma pessoa possa ser considerada como portadora de diabetes os exames realizados devem dar os seguintes resultados:
  
 

  * Glicemia em jejum maior ou igual a 126 mg/dL em duas ocasiões;
  * Glicemia maior ou igual a 200 mg/dL duas horas após 75g de glicose oral (dextrosol);
  * Nível plasmático de glicose aleatória acima de 200 mg/dL associado a sinais e sintomas típicos de diabetes.",
"Minha glicemia sobe muito após o café da manhã, será que sou diabético?","Pesquisas mais recentes estão enfatizando as elevações de glicose após as refeições, em vez de apenas monitorar a glicemia em jejum. Você está enfrentando hiperglicemia, que como diagnóstico inicial, geralmente se manifesta como um aumento lento da glicemia em jejum. Idealmente, sua glicemia de jejum deveria estar próxima de 80. É pré-diabetes se for 100. Eu sugiro que você coma mais proteína e menos carboidratos no café da manhã. Boas opções incluem ovo, iogurte, manteiga de nozes, queijo, carne, aveia, etc. Prefira carboidratos com fibras: torradas de grãos integrais, frutas frescas, etc. Sugiro bastantes vegetais, para limpar um pouco o seu sistema, dando um descanso ao fígado. Isso deve ajudar a ajustar seu metabolismo. Certifique-se de ter ácidos graxos essenciais em sua ingestão: alimentos como peixes e plantas são as principais fontes.","Pesquisas mais recentes estão enfatizando as elevações de glicose após as refeições, em vez de apenas monitorar a glicemia em jejum. Você está enfrentando hiperglicemia, que como diagnóstico inicial, geralmente se manifesta como um aumento lento da glicemia em jejum. Idealmente, sua glicemia de jejum deveria estar próxima de 80. É pré-diabetes se for 100. Eu sugiro que você coma mais proteína e menos carboidratos no café da manhã. Boas opções incluem ovo, iogurte, manteiga de nozes, queijo, carne, aveia, etc. Prefira carboidratos com fibras: torradas de grãos integrais, frutas frescas, etc. Sugiro bastantes vegetais, para limpar um pouco o seu sistema, dando um descanso ao fígado. Isso deve ajudar a ajustar seu metabolismo. Certifique-se de ter ácidos graxos essenciais em sua ingestão: alimentos como peixes e plantas são as principais fontes.",
Como saber se sou diabético? Quais são os sinais?,"Urina frequente, perda rápida de peso, tontura e sede excessiva são apenas alguns dos sintomas associados, mas não são exclusivos do diabetes. Isso é mais certo para aqueles que estão no caminho para o diabetes tipo 1. Outros saberão apenas fazendo um exame de sangue para fazer o teste do jejum. Um resultado de 100-125 é geralmente considerado pré-diabetes; um resultado de 126 ou mais em 2 testes é um diagnóstico de diabetes. Sugiro que você procure um médico e pergunte a ele se seria necessário um exame de glicemia em jejum para começar.","Urina frequente, perda rápida de peso, tontura e sede excessiva são apenas alguns dos sintomas associados, mas não são exclusivos do diabetes. Isso é mais certo para aqueles que estão no caminho para o diabetes tipo 1. Outros saberão apenas fazendo um exame de sangue para fazer o teste do jejum. Um resultado de 100-125 é geralmente considerado pré-diabetes; um resultado de 126 ou mais em 2 testes é um diagnóstico de diabetes. Sugiro que você procure um médico e pergunte a ele se seria necessário um exame de glicemia em jejum para começar.",
"O que confirma que, de fato, uma pessoa tem diabetes?","Para que uma pessoa possa ser considerada como portadora de diabetes os exames realizados devem dar os seguintes resultados:
 

 * Glicemia em jejum maior ou igual a 126 mg/dL em duas ocasiões;
 * Glicemia maior ou igual a 200 mg/dL duas horas após 75g de glicose oral (dextrosol);
 * Nível plasmático de glicose aleatória acima de 200 mg/dL associado a sinais e sintomas típicos de diabetes.","Para que uma pessoa possa ser considerada como portadora de diabetes os exames realizados devem dar os seguintes resultados:
 

 * Glicemia em jejum maior ou igual a 126 mg/dL em duas ocasiões;
 * Glicemia maior ou igual a 200 mg/dL duas horas após 75g de glicose oral (dextrosol);
 * Nível plasmático de glicose aleatória acima de 200 mg/dL associado a sinais e sintomas típicos de diabetes.",
"Minha glicada deu 6.1, já é pré-diabética?","Esse valor de hemoglobina glicada indica que você pode ter ""pré-diabetes"". No entanto, é importante levar o resultado desse exame para um médico. Ele fará uma avaliação levando em conta esse resultado e o seu estado geral de saúde. O médico também poderá te pedir para fazer outros exames para ter certeza se você tem ou não ""pré-diabetes"".","Esse valor de hemoglobina glicada indica que você pode ter ""pré-diabetes"". No entanto, é importante levar o resultado desse exame para um médico. Ele fará uma avaliação levando em conta esse resultado e o seu estado geral de saúde. O médico também poderá te pedir para fazer outros exames para ter certeza se você tem ou não ""pré-diabetes"".",
"Fiz esse exame em março. Desde então estou tomando Glifage 500 mg uma vez ao dia, mas por causa epidemia não voltei ao médico. Acredito que está bem controlada, pois estou em reeducação alimentar também. O que vocês acham?","Para saber se o Diabetes está de fato controlado é preciso passar pela avaliação de um médico, que poderá pedir para fazer alguns exames. Na situação atual de pandemia, é normal que o retorno ao médico esteja mais complicado, mas é necessário manter os bons hábitos de vida. Tenha uma dieta equilibrada, pratique exercícios físicos regularmente, use os remédios corretamente e retorne ao médico assim que for possível.","Para saber se o Diabetes está de fato controlado é preciso passar pela avaliação de um médico, que poderá pedir para fazer alguns exames. Na situação atual de pandemia, é normal que o retorno ao médico esteja mais complicado, mas é necessário manter os bons hábitos de vida. Tenha uma dieta equilibrada, pratique exercícios físicos regularmente, use os remédios corretamente e retorne ao médico assim que for possível.",
"Boa tarde, pessoal. A coceira pode ser do diabetes?","A coceira (prurido) pode ter várias causas. Em pacientes diabéticos ela só costuma aparecer como consequência de algumas complicações - principalmente da polineuropatia diabética. A coceira também pode ocorrer em pessoas com doença renal crônica, mas que estejam em estágios mais avançados. Por ser um sintoma muito inespecífico, o ideal é que você se consulte com o seu médico para conversar sobre a causa disso, pois pode ser algo muito simples e inocente ou algo um pouco mais complicado.","A coceira (prurido) pode ter várias causas. Em pacientes diabéticos ela só costuma aparecer como consequência de algumas complicações - principalmente da polineuropatia diabética. A coceira também pode ocorrer em pessoas com doença renal crônica, mas que estejam em estágios mais avançados. Por ser um sintoma muito inespecífico, o ideal é que você se consulte com o seu médico para conversar sobre a causa disso, pois pode ser algo muito simples e inocente ou algo um pouco mais complicado.",
"Boa noite, pessoal. Estou com a língua, parece que queimada com algo quente, mas o pior é que não queimei, por que será essa sensação, alguém sabe?","Esses sintomas podem ter muitas causas, então não seria adequado fazer uma avaliação por aqui. Recomendamos que você procure um médico que irá estudar a situação com mais profundidade.","Esses sintomas podem ter muitas causas, então não seria adequado fazer uma avaliação por aqui. Recomendamos que você procure um médico que irá estudar a situação com mais profundidade.",
"Boa noite! Gente, alguém sabe informar se diabéticos podem fazer uso do pimentão? Porque hoje uma pessoa falou que não poderia.","Quem tem diabetes tem que ter uma dieta balanceada. Se puder seguir uma dieta feita por um nutricionista, melhor ainda! Esses profissionais estão disponíveis gratuitamente para consultas pelo SUS, se você tiver interesse, procure a sua Unidade Básica de Saúde de referência para obter um encaminhamento. Uma vida saudável pode ser alcançada e é muito prazerosa!","Quem tem diabetes tem que ter uma dieta balanceada. Se puder seguir uma dieta feita por um nutricionista, melhor ainda! Esses profissionais estão disponíveis gratuitamente para consultas pelo SUS, se você tiver interesse, procure a sua Unidade Básica de Saúde de referência para obter um encaminhamento. Uma vida saudável pode ser alcançada e é muito prazerosa!",
Diabético pode comer banana?,"A banana é uma fruta que possui muitas calorias, mas isso não quer dizer que pessoas com diabetes estão proibidas de comê-la. As frutas são alimentos saudáveis, que devem ser consumidas com moderação porque aumentam a quantidade de açúcar no sangue. É recomendado que você procure um nutricionista para que ele te ensine a fazer a contagem de carboidratos. Dessa forma, você poderá montar uma dieta saudável e que se encaixa nas suas necessidades individuais.","A banana é uma fruta que possui muitas calorias, mas isso não quer dizer que pessoas com diabetes estão proibidas de comê-la. As frutas são alimentos saudáveis, que devem ser consumidas com moderação porque aumentam a quantidade de açúcar no sangue. É recomendado que você procure um nutricionista para que ele te ensine a fazer a contagem de carboidratos. Dessa forma, você poderá montar uma dieta saudável e que se encaixa nas suas necessidades individuais.",
"Gente, dor no corpo é por causa da diabetes? O que fazer?","A dor no corpo pode ter inúmeras causas, sendo uma delas a neuropatia diabética. A neuropatia diabética pode ter várias formas de apresentação, sendo a mais comum a polineuropatia sensitiva distal. Esse tipo de neuropatia costuma acometer os membros (pés, pernas, mãos e braços), iniciando com sintomas de dor em queimação principalmente à noite e, com a piora, evoluindo para perda da sensibilidade (dificuldade de sentir o toque). Se você já possui algum dano ou dor crônica existem tratamentos farmacológicos (remédios) que podem auxiliar no controle da dor, mas que devem ser prescritos pelo médico que faz o seu acompanhamento.","A dor no corpo pode ter inúmeras causas, sendo uma delas a neuropatia diabética. A neuropatia diabética pode ter várias formas de apresentação, sendo a mais comum a polineuropatia sensitiva distal. Esse tipo de neuropatia costuma acometer os membros (pés, pernas, mãos e braços), iniciando com sintomas de dor em queimação principalmente à noite e, com a piora, evoluindo para perda da sensibilidade (dificuldade de sentir o toque). Se você já possui algum dano ou dor crônica existem tratamentos farmacológicos (remédios) que podem auxiliar no controle da dor, mas que devem ser prescritos pelo médico que faz o seu acompanhamento.",
"Estou com o mocotó inchado, será que é ok?","As pernas e os pés inchadas podem ter inúmeras causas, como uso de medicamentos, problemas no coração, problemas do diabetes, entre outros. Portanto, é importante que você conte ao seu médico o que está acontecendo, para que ele possa decidir a melhor opção para você. De qualquer forma, é sempre importante estar com a pressão e com o diabetes controlados! O uso de meias elásticas compressivas pode se útil, dependendo do caso.","As pernas e os pés inchadas podem ter inúmeras causas, como uso de medicamentos, problemas no coração, problemas do diabetes, entre outros. Portanto, é importante que você conte ao seu médico o que está acontecendo, para que ele possa decidir a melhor opção para você. De qualquer forma, é sempre importante estar com a pressão e com o diabetes controlados! O uso de meias elásticas compressivas pode se útil, dependendo do caso.",
"Olá, gente. Eu sou diabética tipo 2 há 4 anos, no momento uso 4 comprimidos de Glifage 500, 1 Forxiga 10, 1 Azukon 30. Essas medicações ao decorrer do dia, mas minha glicemia não abaixa e sempre de 180 pra cima, mesmo com dieta, será o caso de ir pra insulina? Minha glicada está em 11. Essas medicações me dão muita dor de barriga, alguém passa pelo mesmo?","No tratamento da pessoa com diabetes, os valores ideais de glicose no sangue (glicemia) dependem de vários fatores, como a hora do dia em que a medida é feita e quando foi consumida a última refeição. De modo geral, em jejum e antes das refeições, a glicemia alvo está entre 80 e 130. Por outro lado, até 2 horas depois das refeições, tolera-se uma glicemia de até 180. No entanto, essa meta pode ser alterada de acordo com algumas características de cada indivíduo. Nesse sentido, o médico pode optar por fazer um controle mais restrito em pessoas jovens, saudáveis e/ou com pouco tempo de diabetes, buscando valores de glicemia mais baixos. Por outro lado, pode-se tolerar um controle menos restrito em pessoas idosas, com outros problemas de saúde e/ou com longo tempo de diabetes, estabelecendo metas de glicemia mais altas. Portanto, ainda que seu exame esteja dentro das metas acima, pode ser que elas não sejam as mais adequadas para você, por isso é muito importante que você mantenha controle regular com um médico, que irá estabelecer o melhor tratamento para o seu caso. Em relação ao valor da glicada, de modo geral, no tratamento da pessoa com diabetes, busca-se atingir valores de hemoglobina glicada (HbA1c) menores que 7,0%. No entanto, essa meta pode ser alterada de acordo com algumas características de cada indivíduo. Nesse sentido, o médico pode optar por fazer um controle mais restrito em pessoas jovens, saudáveis e/ou com pouco tempo de diabetes, buscando um valor de hemoglobina glicada (HbA1c) próximo a 6,5%. Por outro lado, pode-se tolerar um controle menos restrito em pessoas idosas, com outros problemas de saúde e/ou com longo tempo de diabetes, estabelecendo metas de hemoglobina glicada (HbA1c) próximas a 8%. Portanto, ainda que seu exame esteja dentro das metas acima, pode ser que elas não sejam as mais adequadas para você, por isso é muito importante que você mantenha controle regular com um médico, que irá estabelecer o melhor tratamento para o seu caso.","No tratamento da pessoa com diabetes, os valores ideais de glicose no sangue (glicemia) dependem de vários fatores, como a hora do dia em que a medida é feita e quando foi consumida a última refeição. De modo geral, em jejum e antes das refeições, a glicemia alvo está entre 80 e 130. Por outro lado, até 2 horas depois das refeições, tolera-se uma glicemia de até 180. No entanto, essa meta pode ser alterada de acordo com algumas características de cada indivíduo. Nesse sentido, o médico pode optar por fazer um controle mais restrito em pessoas jovens, saudáveis e/ou com pouco tempo de diabetes, buscando valores de glicemia mais baixos. Por outro lado, pode-se tolerar um controle menos restrito em pessoas idosas, com outros problemas de saúde e/ou com longo tempo de diabetes, estabelecendo metas de glicemia mais altas. Portanto, ainda que seu exame esteja dentro das metas acima, pode ser que elas não sejam as mais adequadas para você, por isso é muito importante que você mantenha controle regular com um médico, que irá estabelecer o melhor tratamento para o seu caso. Em relação ao valor da glicada, de modo geral, no tratamento da pessoa com diabetes, busca-se atingir valores de hemoglobina glicada (HbA1c) menores que 7,0%. No entanto, essa meta pode ser alterada de acordo com algumas características de cada indivíduo. Nesse sentido, o médico pode optar por fazer um controle mais restrito em pessoas jovens, saudáveis e/ou com pouco tempo de diabetes, buscando um valor de hemoglobina glicada (HbA1c) próximo a 6,5%. Por outro lado, pode-se tolerar um controle menos restrito em pessoas idosas, com outros problemas de saúde e/ou com longo tempo de diabetes, estabelecendo metas de hemoglobina glicada (HbA1c) próximas a 8%. Portanto, ainda que seu exame esteja dentro das metas acima, pode ser que elas não sejam as mais adequadas para você, por isso é muito importante que você mantenha controle regular com um médico, que irá estabelecer o melhor tratamento para o seu caso.",
"Pessoal, tenho uma dúvida, se puderem me ajudar. Sou nova nesse negócio de diabetes e tenho tido crise de hipoglicemia. Quando consigo medir, está em 77 ou 80 e, mesmo assim, os sintomas de desmaio, fraqueza e sudorese são grandes. Tomo 3 Glifage 500 por dia. De manhã, em jejum, a glicose está em 110 no máximo. Me alimento direitinho, o que será que está acontecendo?","A hipoglicemia é uma complicação do diabetes, que ocorre quando a quantidade de açúcar no sangue fica muito baixa. Pode ser muito grave e por isso é muito importante que você procure um médico o quanto antes para ele ver se é necessário fazer mudanças no seu tratamento.
 Fique sempre atento/a aos principais sintomas da hipoglicemia: suor intenso, fome, tremedeira, fraqueza, palpitação, coração batendo mais rápido, ansiedade/agitação, confusão mental e cefaléia (dor de cabeça).","A hipoglicemia é uma complicação do diabetes, que ocorre quando a quantidade de açúcar no sangue fica muito baixa. Pode ser muito grave e por isso é muito importante que você procure um médico o quanto antes para ele ver se é necessário fazer mudanças no seu tratamento.
 Fique sempre atento/a aos principais sintomas da hipoglicemia: suor intenso, fome, tremedeira, fraqueza, palpitação, coração batendo mais rápido, ansiedade/agitação, confusão mental e cefaléia (dor de cabeça).",
Por que sinto dor de cabeça e começo a passar mal quando como ou bebo algo doce?,"Parece que você é sensível ao carboidrato, o que significa que carboidratos refinados e simples, como doces, são rapidamente digeridos, elevando o açúcar no sangue rapidamente, mas rapidamente ""deixando cair"" de volta. É mais provável que isso aconteça se nenhum outro alimento for consumido junto com os alimentos simples de carboidratos. Seria muito sensato evitar esses alimentos o máximo possível. Você já testou a glicose? Agora seria um bom momento para seguir um estilo de vida saudável, comer alimentos integrais e não refinados e permanecer ativo. Equilibrar nosso metabolismo é um processo contínuo e preciso, desafiado pelo ambiente em que vivemos e pelo estresse diário da vida. É duplamente importante nos nutrir bem para combater os elementos que não podemos controlar.","Parece que você é sensível ao carboidrato, o que significa que carboidratos refinados e simples, como doces, são rapidamente digeridos, elevando o açúcar no sangue rapidamente, mas rapidamente ""deixando cair"" de volta. É mais provável que isso aconteça se nenhum outro alimento for consumido junto com os alimentos simples de carboidratos. Seria muito sensato evitar esses alimentos o máximo possível. Você já testou a glicose? Agora seria um bom momento para seguir um estilo de vida saudável, comer alimentos integrais e não refinados e permanecer ativo. Equilibrar nosso metabolismo é um processo contínuo e preciso, desafiado pelo ambiente em que vivemos e pelo estresse diário da vida. É duplamente importante nos nutrir bem para combater os elementos que não podemos controlar.",
"Por favor, vocês que já têm intimidade com a diabetes, me expliquem quanto pode ser normal e essa história de hiper e hipoglicemia. Não estou entendendo nada! E não tem médico aqui pra me atender, hoje foi um dia horrível, eu mal consegui sair da cama.","A hipoglicemia é uma complicação grave do diabetes, que ocorre quando a quantidade de açúcar no sangue fica muito baixa. Na hipoglicemia os sintomas mais comuns são: suor intenso, fome, tremedeira, fraqueza, palpitação, coração batendo mais rápido, ansiedade/agitação, confusão mental e cefaléia (dor de cabeça).
 A hiperglicemia ocorre quando a quantidade de açúcar no sangue fica muito alta. Ela costuma aparecer quando o tratamento do diabetes não está sendo adequado. Se a quantidade de açúcar no sangue ficar muito alta pode ocorrer uma complicação grave, chamada de cetoacidose diabética, que apresenta os seguintes sintomas: poliúria (maior vontade de urinar), polidpsia (aumento da sede), respiração acelerada, náuseas e vômitos, hálito de ""maçã podre"", cefaléia (dor de cabeça), confusão mental, dor na região do abdômen.
 Nos dois casos é muito importante buscar um médico o quanto antes, para que ele tome as medidas necessárias para controlar a quantidade de açúcar no sangue.","A hipoglicemia é uma complicação grave do diabetes, que ocorre quando a quantidade de açúcar no sangue fica muito baixa. Na hipoglicemia os sintomas mais comuns são: suor intenso, fome, tremedeira, fraqueza, palpitação, coração batendo mais rápido, ansiedade/agitação, confusão mental e cefaléia (dor de cabeça).
 A hiperglicemia ocorre quando a quantidade de açúcar no sangue fica muito alta. Ela costuma aparecer quando o tratamento do diabetes não está sendo adequado. Se a quantidade de açúcar no sangue ficar muito alta pode ocorrer uma complicação grave, chamada de cetoacidose diabética, que apresenta os seguintes sintomas: poliúria (maior vontade de urinar), polidpsia (aumento da sede), respiração acelerada, náuseas e vômitos, hálito de ""maçã podre"", cefaléia (dor de cabeça), confusão mental, dor na região do abdômen.
 Nos dois casos é muito importante buscar um médico o quanto antes, para que ele tome as medidas necessárias para controlar a quantidade de açúcar no sangue.",
"Bom dia. A minha sobrinha é diabética do tipo 2 e ela, neste momento, está com muita dor de cabeça, não consegue dormir, tonturas, visão turva e fortes dores no estômago. O que posso fazer para reduzir as dores?","Tanto a hipoglicemia quanto a cetoacidose são complicações do diabetes que requerem bastante atenção. Os sintomas da hipoglicemia são: muito suor, fome, tremedeiras, fraqueza, palpitação, coração batendo mais rápido, ansiedade/agitação, confusão mental e cefaléia (dor de cabeça). - Na cetoacidose os sintomas são: poliúria (aumento no volume de urina), polidpsia (aumento da sede), respiração acelerada, náuseas e vômitos, hálito cetônico (hálito com cheiro de maçã podre), cefaléia (dor de cabeça), confusão mental e dor no abdômen. É possível que sua filha esteja com algum desses quadros, ou que esteja com algum outro quadro grave. Portanto, é preciso buscar ajuda médica imediata.","Tanto a hipoglicemia quanto a cetoacidose são complicações do diabetes que requerem bastante atenção. Os sintomas da hipoglicemia são: muito suor, fome, tremedeiras, fraqueza, palpitação, coração batendo mais rápido, ansiedade/agitação, confusão mental e cefaléia (dor de cabeça). - Na cetoacidose os sintomas são: poliúria (aumento no volume de urina), polidpsia (aumento da sede), respiração acelerada, náuseas e vômitos, hálito cetônico (hálito com cheiro de maçã podre), cefaléia (dor de cabeça), confusão mental e dor no abdômen. É possível que sua filha esteja com algum desses quadros, ou que esteja com algum outro quadro grave. Portanto, é preciso buscar ajuda médica imediata.",
Estou tomando medicação e estou me sentindo mal. Muito enjôo e acho que pressão. Isso é normal no começo?,"Enjoo pode ser um efeito colateral de diversos remédios. Por isso, é importante que você conte para o seu médico que está sentindo isso para que ele possa avaliar se é um efeito colateral esperado ou se o enjoo está sendo causado por outro motivo.","Enjoo pode ser um efeito colateral de diversos remédios. Por isso, é importante que você conte para o seu médico que está sentindo isso para que ele possa avaliar se é um efeito colateral esperado ou se o enjoo está sendo causado por outro motivo.",
Estou tomando medicação e estou me sentindo mal. Muito enjôo e acho que pressão. Isso é normal no começo?,"É preciso consultar o seu médico para que ele recomende qual é o melhor horário para você tomar a metformina. Ao utilizar esse medicamento, é possível que surja falta de apetite, náusea, vômitos, dor abdominal (cólica) e diarreia como efeitos adversos. Estes sintomas tendem a melhorar após os primeiro mês de uso da medicação. É sempre importante comunicar se estiver apresentando esses sintomas ao seu médico, pois ele pode reavaliar a dose ou pensar em substituir a Metformina por outro remédio com menos efeitos adversos.","É preciso consultar o seu médico para que ele recomende qual é o melhor horário para você tomar a metformina. Ao utilizar esse medicamento, é possível que surja falta de apetite, náusea, vômitos, dor abdominal (cólica) e diarreia como efeitos adversos. Estes sintomas tendem a melhorar após os primeiro mês de uso da medicação. É sempre importante comunicar se estiver apresentando esses sintomas ao seu médico, pois ele pode reavaliar a dose ou pensar em substituir a Metformina por outro remédio com menos efeitos adversos.",
"Olá. Alguém, depois que começou tomar Metformina, ficou com a barriga grande e tem enjoos? Por que acontece isso?","Ao utilizar Metformina, é possível que surja falta de apetite, náusea, vômitos, dor abdominal (cólica) e diarreia como efeitos adversos. Estes sintomas tendem a melhorar após os primeiro mês de uso da medicação. É sempre importante comunicar se estiver apresentando esses sintomas ao seu médico, pois ele pode reavaliar a dose ou pensar em substituir a Metformina por outro remédio com menos efeitos adversos","Ao utilizar Metformina, é possível que surja falta de apetite, náusea, vômitos, dor abdominal (cólica) e diarreia como efeitos adversos. Estes sintomas tendem a melhorar após os primeiro mês de uso da medicação. É sempre importante comunicar se estiver apresentando esses sintomas ao seu médico, pois ele pode reavaliar a dose ou pensar em substituir a Metformina por outro remédio com menos efeitos adversos",
Como fazer quando bater aquela vontade louca de comer doce?,"Quando nossa alimentação não está equilibrada a vontade de comer doces fica mais intensa. Uma dieta equilibrada com uma quantidade adequada de carboidratos, proteína, gordura e fibras, aliada a prática de exercícios físicos diária pode ajudar a controlar essa vontade. Se puder seguir uma dieta feita por um nutricionista, melhor ainda! Esses profissionais estão disponíveis gratuitamente para consultas pelo SUS, se você tiver interesse, procure a sua Unidade Básica de Saúde de referência para obter um encaminhamento.","Quando nossa alimentação não está equilibrada a vontade de comer doces fica mais intensa. Uma dieta equilibrada com uma quantidade adequada de carboidratos, proteína, gordura e fibras, aliada a prática de exercícios físicos diária pode ajudar a controlar essa vontade. Se puder seguir uma dieta feita por um nutricionista, melhor ainda! Esses profissionais estão disponíveis gratuitamente para consultas pelo SUS, se você tiver interesse, procure a sua Unidade Básica de Saúde de referência para obter um encaminhamento.",
Por que tenho tanta vontade de comer doces?,"A vontade de comer doces geralmente ocorre porque não estamos comendo de forma equilibrada, geralmente consumindo muitos carboidratos. Os carboidratos não permanecem por muito tempo depois que os comemos; portanto, se não comermos uma refeição que contenha proteínas, algumas gorduras e carboidratos com mais fibras, nosso corpo nos dirá que ainda precisa de combustível, e os doces são o combustível que se transforma em açúcar mais rápido na corrente sanguínea. E, é claro, permanecer ativo e se exercitar também ajudará!","A vontade de comer doces geralmente ocorre porque não estamos comendo de forma equilibrada, geralmente consumindo muitos carboidratos. Os carboidratos não permanecem por muito tempo depois que os comemos; portanto, se não comermos uma refeição que contenha proteínas, algumas gorduras e carboidratos com mais fibras, nosso corpo nos dirá que ainda precisa de combustível, e os doces são o combustível que se transforma em açúcar mais rápido na corrente sanguínea. E, é claro, permanecer ativo e se exercitar também ajudará!",
"Boa tarde, alguém no grupo usa óleo de cártamo? Ajudou no controle da glicemia?","Não existem evidências suficientes que comprovem que o óleo de cártamo ajuda no controle da glicemia. Por esse motivo, não se pode recomendar o uso desse óleo no tratamento do diabetes. Para tratar o diabetes de forma correta, é necessário adotar hábitos de vida saudáveis. Tenha uma dieta equilibrada, faça exercícios físicos regularmente, tome os remédios indicados pelo seu médico na dose correta e na hora certa e faça consultas médicas regulares.","Não existem evidências suficientes que comprovem que o óleo de cártamo ajuda no controle da glicemia. Por esse motivo, não se pode recomendar o uso desse óleo no tratamento do diabetes. Para tratar o diabetes de forma correta, é necessário adotar hábitos de vida saudáveis. Tenha uma dieta equilibrada, faça exercícios físicos regularmente, tome os remédios indicados pelo seu médico na dose correta e na hora certa e faça consultas médicas regulares.",
Boa noite! A ozonioterapia é eficiente para tratamento pé diabético?,"Não existe comprovação científica de que o ozônio possa ter algum benefício para a saúde de quem tem diabetes. A Sociedade Brasileira de Diabetes não recomenda o uso de ozônio como estratégia de melhoria de controle glicêmico, que não apresentem comprovação científica. Para o controle do diabetes, é importante que o paciente mantenha o tratamento prescrito pelo médico e que seja adequado a seu estilo de vida e alimentação saudável.","Não existe comprovação científica de que o ozônio possa ter algum benefício para a saúde de quem tem diabetes. A Sociedade Brasileira de Diabetes não recomenda o uso de ozônio como estratégia de melhoria de controle glicêmico, que não apresentem comprovação científica. Para o controle do diabetes, é importante que o paciente mantenha o tratamento prescrito pelo médico e que seja adequado a seu estilo de vida e alimentação saudável.",
"Boa noite, alguém conhece um chá para abaixar o pulso do batimento do coração?","Nem todos os remédios caseiros estão proibidos, mas muitos não podem ser utilizados, porque provocam efeitos colaterais. Além disso, os remédios caseiros não melhoram o diabetes e não devem ser utilizados para controle ou tratamento. Para o controle do diabetes, é importante que você converse com seu médico para construir um tratamento adequado ao seu estilo de vida, de forma que você consiga manter a proposta, além de ter uma alimentação saudável e praticar exercícios físicos.","Nem todos os remédios caseiros estão proibidos, mas muitos não podem ser utilizados, porque provocam efeitos colaterais. Além disso, os remédios caseiros não melhoram o diabetes e não devem ser utilizados para controle ou tratamento. Para o controle do diabetes, é importante que você converse com seu médico para construir um tratamento adequado ao seu estilo de vida, de forma que você consiga manter a proposta, além de ter uma alimentação saudável e praticar exercícios físicos.",
Alguém já utilizou ou usa melão de São Caetano? É bom para diabetes?,"Nem todos os remédios caseiros estão proibidos, mas muitos não podem ser utilizados, porque provocam efeitos colaterais. Além disso, os remédios caseiros não melhoram o diabetes e não devem ser utilizados para controle ou tratamento. Para o controle do diabetes, é importante que você converse com seu médico para construir um tratamento adequado ao seu estilo de vida, de forma que você consiga manter a proposta, além de ter uma alimentação saudável e praticar exercícios físicos.","Nem todos os remédios caseiros estão proibidos, mas muitos não podem ser utilizados, porque provocam efeitos colaterais. Além disso, os remédios caseiros não melhoram o diabetes e não devem ser utilizados para controle ou tratamento. Para o controle do diabetes, é importante que você converse com seu médico para construir um tratamento adequado ao seu estilo de vida, de forma que você consiga manter a proposta, além de ter uma alimentação saudável e praticar exercícios físicos.",
"Bom dia, alguém sabe me informar a diferença entre o Glifage e o Jardiance?","Esses medicamentos agem de forma diferente no corpo, mas ambos servem para controlar o diabetes.","Esses medicamentos agem de forma diferente no corpo, mas ambos servem para controlar o diabetes.",
"Bom dia, alguém sabe me informar a diferença entre o Glifage e o Jardiance?","Esses medicamentos agem de forma diferente no corpo, mas ambos servem para controlar o diabetes. Agora, é importante ressaltar que em hipótese alguma você deve trocar seus remédios por conta própria. Qualquer alteração na prescrição deve ser feita pelo seu médico!","Esses medicamentos agem de forma diferente no corpo, mas ambos servem para controlar o diabetes. Agora, é importante ressaltar que em hipótese alguma você deve trocar seus remédios por conta própria. Qualquer alteração na prescrição deve ser feita pelo seu médico!",
